dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2005-01-01,17.996,0.191,Nairobi,Kenya,0.80S,36.16E
2005-02-01,19.431,0.51,Nairobi,Kenya,0.80S,36.16E
2005-03-01,18.997,0.384,Nairobi,Kenya,0.80S,36.16E
2005-04-01,18.11,0.305,Nairobi,Kenya,0.80S,36.16E
2005-05-01,17.047,0.339,Nairobi,Kenya,0.80S,36.16E
2005-06-01,15.783,0.14,Nairobi,Kenya,0.80S,36.16E
2005-07-01,15.023,0.12,Nairobi,Kenya,0.80S,36.16E
2005-08-01,15.791,0.545,Nairobi,Kenya,0.80S,36.16E
2005-09-01,16.452,0.18,Nairobi,Kenya,0.80S,36.16E
2005-10-01,17.076,0.268,Nairobi,Kenya,0.80S,36.16E
2005-11-01,17.256,0.306,Nairobi,Kenya,0.80S,36.16E
2005-12-01,18.421,0.54,Nairobi,Kenya,0.80S,36.16E
2006-01-01,18.297,0.724,Nairobi,Kenya,0.80S,36.16E
2006-02-01,19.101,0.476,Nairobi,Kenya,0.80S,36.16E
2006-03-01,18.201,0.355,Nairobi,Kenya,0.80S,36.16E
2006-04-01,16.957,0.296,Nairobi,Kenya,0.80S,36.16E
2006-05-01,16.706,0.336,Nairobi,Kenya,0.80S,36.16E
2006-06-01,16.114,0.342,Nairobi,Kenya,0.80S,36.16E
2006-07-01,15.39,0.307,Nairobi,Kenya,0.80S,36.16E
2006-08-01,15.966,0.403,Nairobi,Kenya,0.80S,36.16E
2006-09-01,16.409,0.424,Nairobi,Kenya,0.80S,36.16E
2006-10-01,17.177,0.258,Nairobi,Kenya,0.80S,36.16E
2006-11-01,16.269,0.266,Nairobi,Kenya,0.80S,36.16E
2006-12-01,16.51,0.378,Nairobi,Kenya,0.80S,36.16E
2007-01-01,16.94,0.261,Nairobi,Kenya,0.80S,36.16E
2007-02-01,17.826,0.62,Nairobi,Kenya,0.80S,36.16E
2007-03-01,18.039,0.378,Nairobi,Kenya,0.80S,36.16E
2007-04-01,17.289,0.251,Nairobi,Kenya,0.80S,36.16E
2007-05-01,16.937,0.121,Nairobi,Kenya,0.80S,36.16E
2007-06-01,15.623,0.281,Nairobi,Kenya,0.80S,36.16E
2007-07-01,14.738,0.484,Nairobi,Kenya,0.80S,36.16E
2007-08-01,15.046,0.463,Nairobi,Kenya,0.80S,36.16E
2007-09-01,16.234,0.526,Nairobi,Kenya,0.80S,36.16E
2007-10-01,16.708,0.294,Nairobi,Kenya,0.80S,36.16E
2007-11-01,16.86,0.145,Nairobi,Kenya,0.80S,36.16E
2007-12-01,16.953,0.513,Nairobi,Kenya,0.80S,36.16E
2008-01-01,17.52,0.209,Nairobi,Kenya,0.80S,36.16E
2008-02-01,17.81,0.286,Nairobi,Kenya,0.80S,36.16E
2008-03-01,17.553,0.362,Nairobi,Kenya,0.80S,36.16E
2008-04-01,17.014,0.338,Nairobi,Kenya,0.80S,36.16E
2008-05-01,16.63,0.211,Nairobi,Kenya,0.80S,36.16E
2008-06-01,15.485,0.364,Nairobi,Kenya,0.80S,36.16E
2008-07-01,14.864,0.327,Nairobi,Kenya,0.80S,36.16E
2008-08-01,15.495,0.359,Nairobi,Kenya,0.80S,36.16E
2008-09-01,16.719,0.194,Nairobi,Kenya,0.80S,36.16E
2008-10-01,16.64,0.308,Nairobi,Kenya,0.80S,36.16E
2008-11-01,16.839,0.284,Nairobi,Kenya,0.80S,36.16E
2008-12-01,17.341,0.427,Nairobi,Kenya,0.80S,36.16E
2009-01-01,17.806,0.191,Nairobi,Kenya,0.80S,36.16E
2009-02-01,18.335,0.445,Nairobi,Kenya,0.80S,36.16E
2009-03-01,19.148,0.441,Nairobi,Kenya,0.80S,36.16E
2009-04-01,18.114,0.384,Nairobi,Kenya,0.80S,36.16E
2009-05-01,17.105,0.234,Nairobi,Kenya,0.80S,36.16E
2009-06-01,16.676,0.227,Nairobi,Kenya,0.80S,36.16E
2009-07-01,15.529,0.374,Nairobi,Kenya,0.80S,36.16E
2009-08-01,16.038,0.45,Nairobi,Kenya,0.80S,36.16E
2009-09-01,17.346,0.287,Nairobi,Kenya,0.80S,36.16E
2009-10-01,17.024,0.191,Nairobi,Kenya,0.80S,36.16E
2009-11-01,17.172,0.224,Nairobi,Kenya,0.80S,36.16E
2009-12-01,17.329,0.321,Nairobi,Kenya,0.80S,36.16E
2010-01-01,17.476,0.444,Nairobi,Kenya,0.80S,36.16E
2010-02-01,18.252,0.28,Nairobi,Kenya,0.80S,36.16E
2010-03-01,17.698,0.152,Nairobi,Kenya,0.80S,36.16E
2010-04-01,17.659,0.238,Nairobi,Kenya,0.80S,36.16E
2010-05-01,17.094,0.447,Nairobi,Kenya,0.80S,36.16E
2010-06-01,15.999,0.253,Nairobi,Kenya,0.80S,36.16E
2010-07-01,15.271,0.298,Nairobi,Kenya,0.80S,36.16E
2010-08-01,15.697,0.289,Nairobi,Kenya,0.80S,36.16E
2010-09-01,16.0,0.258,Nairobi,Kenya,0.80S,36.16E
2010-10-01,16.871,0.412,Nairobi,Kenya,0.80S,36.16E
2010-11-01,16.782,0.456,Nairobi,Kenya,0.80S,36.16E
2010-12-01,17.069,0.374,Nairobi,Kenya,0.80S,36.16E
2011-01-01,17.768,0.549,Nairobi,Kenya,0.80S,36.16E
2011-02-01,18.409,0.472,Nairobi,Kenya,0.80S,36.16E
2011-03-01,18.397,0.388,Nairobi,Kenya,0.80S,36.16E
2011-04-01,17.831,0.126,Nairobi,Kenya,0.80S,36.16E
2011-05-01,16.969,0.213,Nairobi,Kenya,0.80S,36.16E
2011-06-01,16.393,0.267,Nairobi,Kenya,0.80S,36.16E
2011-07-01,15.811,0.206,Nairobi,Kenya,0.80S,36.16E
2011-08-01,15.34,0.313,Nairobi,Kenya,0.80S,36.16E
2011-09-01,16.189,0.162,Nairobi,Kenya,0.80S,36.16E
2011-10-01,16.446,0.412,Nairobi,Kenya,0.80S,36.16E
2011-11-01,16.317,0.181,Nairobi,Kenya,0.80S,36.16E
2011-12-01,16.894,0.481,Nairobi,Kenya,0.80S,36.16E
2012-01-01,17.586,0.311,Nairobi,Kenya,0.80S,36.16E
2012-02-01,18.251,0.219,Nairobi,Kenya,0.80S,36.16E
2012-03-01,18.919,0.372,Nairobi,Kenya,0.80S,36.16E
2012-04-01,17.016,0.615,Nairobi,Kenya,0.80S,36.16E
2012-05-01,16.135,0.398,Nairobi,Kenya,0.80S,36.16E
2012-06-01,15.737,0.559,Nairobi,Kenya,0.80S,36.16E
2012-07-01,15.17,0.354,Nairobi,Kenya,0.80S,36.16E
2012-08-01,15.758,0.335,Nairobi,Kenya,0.80S,36.16E
2012-09-01,16.474,0.504,Nairobi,Kenya,0.80S,36.16E
2012-10-01,17.183,0.339,Nairobi,Kenya,0.80S,36.16E
2012-11-01,17.045,0.487,Nairobi,Kenya,0.80S,36.16E
2012-12-01,16.782,0.417,Nairobi,Kenya,0.80S,36.16E
2013-01-01,17.901,0.684,Nairobi,Kenya,0.80S,36.16E
2013-02-01,18.209,0.811,Nairobi,Kenya,0.80S,36.16E
2013-03-01,18.823,0.768,Nairobi,Kenya,0.80S,36.16E
2013-04-01,16.674,1.891,Nairobi,Kenya,0.80S,36.16E
2013-05-01,16.967,0.844,Nairobi,Kenya,0.80S,36.16E
2013-06-01,15.476,0.597,Nairobi,Kenya,0.80S,36.16E
2013-07-01,15.24,0.243,Nairobi,Kenya,0.80S,36.16E
2013-08-01,15.985,0.662,Nairobi,Kenya,0.80S,36.16E
1900-02-01,-2.477,0.561,New York,United States,40.99N,74.56W
1900-03-01,-0.07,0.422,New York,United States,40.99N,74.56W
1900-04-01,9.069,0.377,New York,United States,40.99N,74.56W
1900-05-01,14.919,0.354,New York,United States,40.99N,74.56W
1900-06-01,20.527,0.486,New York,United States,40.99N,74.56W
1900-07-01,23.409,0.515,New York,United States,40.99N,74.56W
1900-08-01,23.384,0.336,New York,United States,40.99N,74.56W
1900-09-01,19.556,0.493,New York,United States,40.99N,74.56W
1900-10-01,13.779,0.446,New York,United States,40.99N,74.56W
1900-11-01,6.318,0.354,New York,United States,40.99N,74.56W
1900-12-01,-1.424,0.54,New York,United States,40.99N,74.56W
1901-01-01,-2.607,0.485,New York,United States,40.99N,74.56W
1901-02-01,-5.641,0.621,New York,United States,40.99N,74.56W
1901-03-01,2.071,0.355,New York,United States,40.99N,74.56W
1901-04-01,8.276,0.467,New York,United States,40.99N,74.56W
1901-05-01,14.068,0.411,New York,United States,40.99N,74.56W
1901-06-01,20.635,0.392,New York,United States,40.99N,74.56W
1901-07-01,24.42,0.313,New York,United States,40.99N,74.56W
1901-08-01,22.001,0.233,New York,United States,40.99N,74.56W
1901-09-01,17.84,0.484,New York,United States,40.99N,74.56W
1901-10-01,10.636,0.329,New York,United States,40.99N,74.56W
1901-11-01,1.67,0.4,New York,United States,40.99N,74.56W
1901-12-01,-1.901,0.427,New York,United States,40.99N,74.56W
1902-01-01,-4.177,0.68,New York,United States,40.99N,74.56W
1902-02-01,-3.993,0.467,New York,United States,40.99N,74.56W
1902-03-01,5.239,0.264,New York,United States,40.99N,74.56W
1902-04-01,8.938,0.251,New York,United States,40.99N,74.56W
1902-05-01,14.591,0.355,New York,United States,40.99N,74.56W
1902-06-01,18.569,0.331,New York,United States,40.99N,74.56W
1902-07-01,21.605,0.29,New York,United States,40.99N,74.56W
1902-08-01,19.98,0.358,New York,United States,40.99N,74.56W
1902-09-01,16.651,0.153,New York,United States,40.99N,74.56W
1902-10-01,11.261,0.374,New York,United States,40.99N,74.56W
1902-11-01,7.567,0.249,New York,United States,40.99N,74.56W
1902-12-01,-3.074,0.673,New York,United States,40.99N,74.56W
1903-01-01,-3.261,0.615,New York,United States,40.99N,74.56W
1903-02-01,-1.226,0.486,New York,United States,40.99N,74.56W
1903-03-01,7.505,0.424,New York,United States,40.99N,74.56W
1903-04-01,9.015,0.389,New York,United States,40.99N,74.56W
1903-05-01,16.141,0.238,New York,United States,40.99N,74.56W
1903-06-01,16.728,0.413,New York,United States,40.99N,74.56W
1903-07-01,21.719,0.441,New York,United States,40.99N,74.56W
1903-08-01,18.566,0.377,New York,United States,40.99N,74.56W
1903-09-01,16.952,0.428,New York,United States,40.99N,74.56W
1903-10-01,11.368,0.389,New York,United States,40.99N,74.56W
1903-11-01,2.624,0.497,New York,United States,40.99N,74.56W
1903-12-01,-4.275,0.513,New York,United States,40.99N,74.56W
1904-01-01,-7.506,0.747,New York,United States,40.99N,74.56W
1904-02-01,-6.122,0.51,New York,United States,40.99N,74.56W
1904-03-01,0.997,0.253,New York,United States,40.99N,74.56W
1904-04-01,6.769,0.248,New York,United States,40.99N,74.56W
1904-05-01,16.42,0.273,New York,United States,40.99N,74.56W
1904-06-01,19.499,0.397,New York,United States,40.99N,74.56W
1904-07-01,21.38,0.439,New York,United States,40.99N,74.56W
1904-08-01,20.113,0.405,New York,United States,40.99N,74.56W
1904-09-01,16.585,0.295,New York,United States,40.99N,74.56W
1904-10-01,9.015,0.19,New York,United States,40.99N,74.56W
1904-11-01,2.491,0.34,New York,United States,40.99N,74.56W
1904-12-01,-5.215,0.324,New York,United States,40.99N,74.56W
1905-01-01,-5.011,0.553,New York,United States,40.99N,74.56W
1905-02-01,-6.806,0.459,New York,United States,40.99N,74.56W
1905-03-01,2.427,0.428,New York,United States,40.99N,74.56W
1905-04-01,8.683,0.298,New York,United States,40.99N,74.56W
1905-05-01,15.311,0.308,New York,United States,40.99N,74.56W
1905-06-01,19.343,0.445,New York,United States,40.99N,74.56W
1905-07-01,22.877,0.294,New York,United States,40.99N,74.56W
1905-08-01,20.336,0.346,New York,United States,40.99N,74.56W
1905-09-01,17.118,0.374,New York,United States,40.99N,74.56W
1905-10-01,11.041,0.265,New York,United States,40.99N,74.56W
1905-11-01,3.604,0.274,New York,United States,40.99N,74.56W
1905-12-01,0.282,0.313,New York,United States,40.99N,74.56W
1906-01-01,0.381,0.475,New York,United States,40.99N,74.56W
1906-02-01,-2.873,0.39,New York,United States,40.99N,74.56W
1906-03-01,-0.713,0.174,New York,United States,40.99N,74.56W
1906-04-01,9.197,0.264,New York,United States,40.99N,74.56W
1906-05-01,15.203,0.374,New York,United States,40.99N,74.56W
1906-06-01,20.498,0.442,New York,United States,40.99N,74.56W
1906-07-01,22.101,0.337,New York,United States,40.99N,74.56W
1906-08-01,22.594,0.098,New York,United States,40.99N,74.56W
1906-09-01,18.993,0.257,New York,United States,40.99N,74.56W
1906-10-01,10.941,0.264,New York,United States,40.99N,74.56W
1906-11-01,4.493,0.15,New York,United States,40.99N,74.56W
1906-12-01,-2.053,0.585,New York,United States,40.99N,74.56W
1907-01-01,-2.736,0.402,New York,United States,40.99N,74.56W
1907-02-01,-7.054,0.305,New York,United States,40.99N,74.56W
1907-03-01,3.359,0.203,New York,United States,40.99N,74.56W
1907-04-01,5.912,0.228,New York,United States,40.99N,74.56W
1907-05-01,11.828,0.38,New York,United States,40.99N,74.56W
1907-06-01,17.479,0.367,New York,United States,40.99N,74.56W
1907-07-01,22.126,0.223,New York,United States,40.99N,74.56W
1907-08-01,20.225,0.125,New York,United States,40.99N,74.56W
1907-09-01,17.941,0.255,New York,United States,40.99N,74.56W
1907-10-01,8.366,0.257,New York,United States,40.99N,74.56W
1907-11-01,4.289,0.317,New York,United States,40.99N,74.56W
1907-12-01,0.162,0.355,New York,United States,40.99N,74.56W
1908-01-01,-2.37,0.514,New York,United States,40.99N,74.56W
1908-02-01,-4.464,0.531,New York,United States,40.99N,74.56W
1908-03-01,3.384,0.439,New York,United States,40.99N,74.56W
1908-04-01,8.894,0.248,New York,United States,40.99N,74.56W
1908-05-01,15.525,0.212,New York,United States,40.99N,74.56W
1908-06-01,20.235,0.337,New York,United States,40.99N,74.56W
1908-07-01,23.476,0.19,New York,United States,40.99N,74.56W
1908-08-01,20.499,0.202,New York,United States,40.99N,74.56W
1908-09-01,17.869,0.275,New York,United States,40.99N,74.56W
1908-10-01,12.114,0.235,New York,United States,40.99N,74.56W
1908-11-01,4.333,0.305,New York,United States,40.99N,74.56W
1908-12-01,-1.087,0.612,New York,United States,40.99N,74.56W
1909-01-01,-1.883,0.336,New York,United States,40.99N,74.56W
1909-02-01,1.023,0.299,New York,United States,40.99N,74.56W
1909-03-01,1.791,0.179,New York,United States,40.99N,74.56W
1909-04-01,8.427,0.415,New York,United States,40.99N,74.56W
1909-05-01,14.515,0.132,New York,United States,40.99N,74.56W
1909-06-01,20.131,0.167,New York,United States,40.99N,74.56W
1909-07-01,21.007,0.139,New York,United States,40.99N,74.56W
1909-08-01,20.072,0.19,New York,United States,40.99N,74.56W
1909-09-01,16.639,0.103,New York,United States,40.99N,74.56W
1909-10-01,9.011,0.366,New York,United States,40.99N,74.56W
1909-11-01,6.416,0.272,New York,United States,40.99N,74.56W
1909-12-01,-3.029,0.318,New York,United States,40.99N,74.56W
1910-01-01,-3.25,0.491,New York,United States,40.99N,74.56W
1910-02-01,-3.132,0.324,New York,United States,40.99N,74.56W
1910-03-01,5.609,0.403,New York,United States,40.99N,74.56W
1910-04-01,10.898,0.299,New York,United States,40.99N,74.56W
1910-05-01,14.538,0.264,New York,United States,40.99N,74.56W
1910-06-01,18.466,0.172,New York,United States,40.99N,74.56W
1910-07-01,23.063,0.127,New York,United States,40.99N,74.56W
1910-08-01,20.184,0.14,New York,United States,40.99N,74.56W
1910-09-01,18.084,0.194,New York,United States,40.99N,74.56W
1910-10-01,12.27,0.339,New York,United States,40.99N,74.56W
1910-11-01,2.935,0.302,New York,United States,40.99N,74.56W
1910-12-01,-5.034,0.418,New York,United States,40.99N,74.56W
1911-01-01,-1.34,0.398,New York,United States,40.99N,74.56W
1911-02-01,-2.718,0.473,New York,United States,40.99N,74.56W
1911-03-01,1.356,0.458,New York,United States,40.99N,74.56W
1911-04-01,7.295,0.286,New York,United States,40.99N,74.56W
1911-05-01,17.598,0.313,New York,United States,40.99N,74.56W
1911-06-01,19.391,0.218,New York,United States,40.99N,74.56W
1911-07-01,23.482,0.161,New York,United States,40.99N,74.56W
1911-08-01,21.303,0.146,New York,United States,40.99N,74.56W
1911-09-01,17.521,0.293,New York,United States,40.99N,74.56W
1911-10-01,10.339,0.138,New York,United States,40.99N,74.56W
1911-11-01,3.201,0.291,New York,United States,40.99N,74.56W
1911-12-01,1.49,0.519,New York,United States,40.99N,74.56W
1912-01-01,-7.67,0.619,New York,United States,40.99N,74.56W
1912-02-01,-4.206,0.604,New York,United States,40.99N,74.56W
1912-03-01,1.006,0.354,New York,United States,40.99N,74.56W
1912-04-01,8.803,0.198,New York,United States,40.99N,74.56W
1912-05-01,15.826,0.269,New York,United States,40.99N,74.56W
1912-06-01,18.857,0.207,New York,United States,40.99N,74.56W
1912-07-01,22.483,0.12,New York,United States,40.99N,74.56W
1912-08-01,19.769,0.164,New York,United States,40.99N,74.56W
1912-09-01,17.288,0.115,New York,United States,40.99N,74.56W
1912-10-01,12.184,0.332,New York,United States,40.99N,74.56W
1912-11-01,5.777,0.308,New York,United States,40.99N,74.56W
1912-12-01,0.758,0.239,New York,United States,40.99N,74.56W
1913-01-01,2.011,0.385,New York,United States,40.99N,74.56W
1913-02-01,-3.157,0.322,New York,United States,40.99N,74.56W
1913-03-01,5.607,0.197,New York,United States,40.99N,74.56W
1913-04-01,9.991,0.233,New York,United States,40.99N,74.56W
1913-05-01,14.471,0.158,New York,United States,40.99N,74.56W
1913-06-01,19.85,0.291,New York,United States,40.99N,74.56W
1913-07-01,22.471,0.225,New York,United States,40.99N,74.56W
1913-08-01,21.185,0.254,New York,United States,40.99N,74.56W
1913-09-01,16.507,0.298,New York,United States,40.99N,74.56W
1913-10-01,12.961,0.361,New York,United States,40.99N,74.56W
1913-11-01,6.175,0.335,New York,United States,40.99N,74.56W
1913-12-01,1.1,0.265,New York,United States,40.99N,74.56W
1914-01-01,-2.846,0.606,New York,United States,40.99N,74.56W
1914-02-01,-6.206,0.315,New York,United States,40.99N,74.56W
1914-03-01,0.564,0.314,New York,United States,40.99N,74.56W
1914-04-01,7.525,0.39,New York,United States,40.99N,74.56W
1914-05-01,16.211,0.448,New York,United States,40.99N,74.56W
1914-06-01,19.075,0.298,New York,United States,40.99N,74.56W
1914-07-01,21.145,0.296,New York,United States,40.99N,74.56W
1914-08-01,21.668,0.223,New York,United States,40.99N,74.56W
1914-09-01,16.641,0.307,New York,United States,40.99N,74.56W
1914-10-01,12.847,0.38,New York,United States,40.99N,74.56W
1914-11-01,4.256,0.356,New York,United States,40.99N,74.56W
1914-12-01,-2.603,0.426,New York,United States,40.99N,74.56W
1915-01-01,-1.372,0.374,New York,United States,40.99N,74.56W
1915-02-01,0.235,0.357,New York,United States,40.99N,74.56W
1915-03-01,0.885,0.418,New York,United States,40.99N,74.56W
1915-04-01,11.45,0.314,New York,United States,40.99N,74.56W
1915-05-01,13.124,0.289,New York,United States,40.99N,74.56W
1915-06-01,18.682,0.24,New York,United States,40.99N,74.56W
1915-07-01,21.609,0.308,New York,United States,40.99N,74.56W
1915-08-01,20.103,0.272,New York,United States,40.99N,74.56W
1915-09-01,19.081,0.269,New York,United States,40.99N,74.56W
1915-10-01,11.619,0.087,New York,United States,40.99N,74.56W
1915-11-01,4.991,0.344,New York,United States,40.99N,74.56W
1915-12-01,-2.156,0.308,New York,United States,40.99N,74.56W
1916-01-01,-0.43,0.479,New York,United States,40.99N,74.56W
1916-02-01,-4.44,0.43,New York,United States,40.99N,74.56W
1916-03-01,-1.91,0.45,New York,United States,40.99N,74.56W
1916-04-01,7.86,0.403,New York,United States,40.99N,74.56W
1916-05-01,15.089,0.214,New York,United States,40.99N,74.56W
1916-06-01,17.155,0.174,New York,United States,40.99N,74.56W
1916-07-01,22.861,0.136,New York,United States,40.99N,74.56W
1916-08-01,21.945,0.181,New York,United States,40.99N,74.56W
1916-09-01,17.234,0.213,New York,United States,40.99N,74.56W
1916-10-01,11.133,0.267,New York,United States,40.99N,74.56W
1916-11-01,4.38,0.215,New York,United States,40.99N,74.56W
1916-12-01,-1.7,0.412,New York,United States,40.99N,74.56W
1917-01-01,-2.554,0.589,New York,United States,40.99N,74.56W
1917-02-01,-4.173,0.468,New York,United States,40.99N,74.56W
1917-03-01,1.98,0.192,New York,United States,40.99N,74.56W
1917-04-01,8.044,0.278,New York,United States,40.99N,74.56W
1917-05-01,10.848,0.298,New York,United States,40.99N,74.56W
1917-06-01,19.536,0.316,New York,United States,40.99N,74.56W
1917-07-01,22.505,0.435,New York,United States,40.99N,74.56W
1917-08-01,22.38,0.373,New York,United States,40.99N,74.56W
1917-09-01,15.225,0.294,New York,United States,40.99N,74.56W
1917-10-01,8.875,0.163,New York,United States,40.99N,74.56W
1917-11-01,2.844,0.455,New York,United States,40.99N,74.56W
1917-12-01,-6.579,0.353,New York,United States,40.99N,74.56W
1918-01-01,-8.596,0.36,New York,United States,40.99N,74.56W
1918-02-01,-3.822,0.414,New York,United States,40.99N,74.56W
1918-03-01,4.086,0.361,New York,United States,40.99N,74.56W
1918-04-01,8.775,0.249,New York,United States,40.99N,74.56W
1918-05-01,17.544,0.239,New York,United States,40.99N,74.56W
1918-06-01,18.173,0.22,New York,United States,40.99N,74.56W
1918-07-01,21.589,0.247,New York,United States,40.99N,74.56W
1918-08-01,22.602,0.325,New York,United States,40.99N,74.56W
1918-09-01,15.275,0.254,New York,United States,40.99N,74.56W
1918-10-01,12.262,0.191,New York,United States,40.99N,74.56W
1918-11-01,5.247,0.345,New York,United States,40.99N,74.56W
1918-12-01,0.958,0.134,New York,United States,40.99N,74.56W
1919-01-01,-0.755,0.392,New York,United States,40.99N,74.56W
1919-02-01,-0.556,0.343,New York,United States,40.99N,74.56W
1919-03-01,4.797,0.464,New York,United States,40.99N,74.56W
1919-04-01,8.327,0.485,New York,United States,40.99N,74.56W
1919-05-01,15.071,0.291,New York,United States,40.99N,74.56W
1919-06-01,20.588,0.203,New York,United States,40.99N,74.56W
1919-07-01,22.202,0.226,New York,United States,40.99N,74.56W
1919-08-01,19.674,0.29,New York,United States,40.99N,74.56W
1919-09-01,17.423,0.207,New York,United States,40.99N,74.56W
1919-10-01,13.03,0.106,New York,United States,40.99N,74.56W
1919-11-01,4.666,0.259,New York,United States,40.99N,74.56W
1919-12-01,-3.902,0.424,New York,United States,40.99N,74.56W
1920-01-01,-7.051,0.43,New York,United States,40.99N,74.56W
1920-02-01,-4.079,0.282,New York,United States,40.99N,74.56W
1920-03-01,2.495,0.171,New York,United States,40.99N,74.56W
1920-04-01,7.336,0.519,New York,United States,40.99N,74.56W
1920-05-01,13.47,0.374,New York,United States,40.99N,74.56W
1920-06-01,19.026,0.267,New York,United States,40.99N,74.56W
1920-07-01,20.997,0.256,New York,United States,40.99N,74.56W
1920-08-01,21.548,0.289,New York,United States,40.99N,74.56W
1920-09-01,18.139,0.269,New York,United States,40.99N,74.56W
1920-10-01,13.742,0.235,New York,United States,40.99N,74.56W
1920-11-01,4.247,0.43,New York,United States,40.99N,74.56W
1920-12-01,0.452,0.465,New York,United States,40.99N,74.56W
1921-01-01,-1.422,0.463,New York,United States,40.99N,74.56W
1921-02-01,-0.936,0.301,New York,United States,40.99N,74.56W
1921-03-01,7.751,0.281,New York,United States,40.99N,74.56W
1921-04-01,12.415,0.382,New York,United States,40.99N,74.56W
1921-05-01,15.046,0.231,New York,United States,40.99N,74.56W
1921-06-01,20.407,0.418,New York,United States,40.99N,74.56W
1921-07-01,23.957,0.357,New York,United States,40.99N,74.56W
1921-08-01,19.764,0.277,New York,United States,40.99N,74.56W
1921-09-01,19.814,0.294,New York,United States,40.99N,74.56W
1921-10-01,10.807,0.289,New York,United States,40.99N,74.56W
1921-11-01,4.991,0.302,New York,United States,40.99N,74.56W
1921-12-01,-1.633,0.485,New York,United States,40.99N,74.56W
1922-01-01,-4.633,0.368,New York,United States,40.99N,74.56W
1922-02-01,-0.861,0.26,New York,United States,40.99N,74.56W
1922-03-01,3.739,0.428,New York,United States,40.99N,74.56W
1922-04-01,9.192,0.325,New York,United States,40.99N,74.56W
1922-05-01,16.266,0.315,New York,United States,40.99N,74.56W
1922-06-01,20.671,0.202,New York,United States,40.99N,74.56W
1922-07-01,21.88,0.24,New York,United States,40.99N,74.56W
1922-08-01,20.634,0.269,New York,United States,40.99N,74.56W
1922-09-01,18.103,0.238,New York,United States,40.99N,74.56W
1922-10-01,12.073,0.261,New York,United States,40.99N,74.56W
1922-11-01,5.213,0.339,New York,United States,40.99N,74.56W
1922-12-01,-1.837,0.185,New York,United States,40.99N,74.56W
1923-01-01,-3.729,0.372,New York,United States,40.99N,74.56W
1923-02-01,-5.401,0.37,New York,United States,40.99N,74.56W
1923-03-01,1.233,0.359,New York,United States,40.99N,74.56W
1923-04-01,8.841,0.295,New York,United States,40.99N,74.56W
1923-05-01,14.028,0.234,New York,United States,40.99N,74.56W
1923-06-01,21.221,0.224,New York,United States,40.99N,74.56W
1923-07-01,21.243,0.151,New York,United States,40.99N,74.56W
1923-08-01,20.306,0.244,New York,United States,40.99N,74.56W
1923-09-01,18.215,0.231,New York,United States,40.99N,74.56W
1923-10-01,10.572,0.146,New York,United States,40.99N,74.56W
1923-11-01,4.626,0.254,New York,United States,40.99N,74.56W
1923-12-01,3.002,0.437,New York,United States,40.99N,74.56W
1924-01-01,-1.887,0.39,New York,United States,40.99N,74.56W
1924-02-01,-3.935,0.26,New York,United States,40.99N,74.56W
1924-03-01,2.208,0.326,New York,United States,40.99N,74.56W
1924-04-01,7.552,0.477,New York,United States,40.99N,74.56W
1924-05-01,12.432,0.397,New York,United States,40.99N,74.56W
1924-06-01,18.298,0.301,New York,United States,40.99N,74.56W
1924-07-01,21.399,0.201,New York,United States,40.99N,74.56W
1924-08-01,21.107,0.25,New York,United States,40.99N,74.56W
1924-09-01,15.361,0.242,New York,United States,40.99N,74.56W
1924-10-01,10.956,0.231,New York,United States,40.99N,74.56W
1924-11-01,4.422,0.213,New York,United States,40.99N,74.56W
1924-12-01,-1.682,0.219,New York,United States,40.99N,74.56W
1925-01-01,-5.131,0.608,New York,United States,40.99N,74.56W
1925-02-01,0.903,0.526,New York,United States,40.99N,74.56W
1925-03-01,4.811,0.492,New York,United States,40.99N,74.56W
1925-04-01,9.563,0.237,New York,United States,40.99N,74.56W
1925-05-01,13.236,0.337,New York,United States,40.99N,74.56W
1925-06-01,22.045,0.407,New York,United States,40.99N,74.56W
1925-07-01,21.223,0.198,New York,United States,40.99N,74.56W
1925-08-01,20.746,0.197,New York,United States,40.99N,74.56W
1925-09-01,18.259,0.225,New York,United States,40.99N,74.56W
1925-10-01,7.647,0.29,New York,United States,40.99N,74.56W
1925-11-01,4.031,0.236,New York,United States,40.99N,74.56W
1925-12-01,-0.668,0.264,New York,United States,40.99N,74.56W
1926-01-01,-2.63,0.255,New York,United States,40.99N,74.56W
1926-02-01,-3.409,0.165,New York,United States,40.99N,74.56W
1926-03-01,0.106,0.279,New York,United States,40.99N,74.56W
1926-04-01,6.487,0.273,New York,United States,40.99N,74.56W
1926-05-01,14.104,0.284,New York,United States,40.99N,74.56W
1926-06-01,17.142,0.41,New York,United States,40.99N,74.56W
1926-07-01,22.073,0.354,New York,United States,40.99N,74.56W
1926-08-01,21.52,0.283,New York,United States,40.99N,74.56W
1926-09-01,16.686,0.256,New York,United States,40.99N,74.56W
1926-10-01,9.896,0.181,New York,United States,40.99N,74.56W
1926-11-01,4.548,0.322,New York,United States,40.99N,74.56W
1926-12-01,-4.021,0.325,New York,United States,40.99N,74.56W
1927-01-01,-3.511,0.146,New York,United States,40.99N,74.56W
1927-02-01,0.349,0.389,New York,United States,40.99N,74.56W
1927-03-01,4.318,0.26,New York,United States,40.99N,74.56W
1927-04-01,7.467,0.269,New York,United States,40.99N,74.56W
